Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Points,Rebounds,Assists,Threes,Blocks,Steals,Turnovers,PointsReboundsAssists,PointsRebounds,PointsAssists,ReboundsAssists,FreeThrowsAttempts,FreeThrowsMade,FieldGoals,AssistsQ1,ReboundsQ1,PointsQ1,BlocksSteals,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE),Player,Opp,AST Avg,BLK Avg,DRB Avg,FG Avg,FGA Avg,FPTS Avg,MIN Avg,ORB Avg,PTS Avg,REB Avg,STL Avg,TO Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Player Salary,Player Image,Tournament,EST. Return Date,Injury Status,Comment,Starter,Opp,PrizePicks,MIN Avg,DvP Projection,DVP Rank,Opp +/-,Average Projected,DVP Adjusted,Total Projection,Underdog Line,NBA Fantasy Score
Evan Mobley,CPT,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),13500,43109713,36.52,36.6,2.7,40.5,15.593,8.3691,3.3978,1.1598,1.5714,0.5841,,28.4664,24.5882,19.1919,12.2197,4.0145,2.443,6.0686,0.5941,2.0395,3.8101,2.522,,https://dkn.gs/sports/images/nba/players/50/590986.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Evan Mobley,NYK,3.5,1.5,6.6,6.4,12.2,32.6,37,1.9,15.5,8.5,0.5,2.2,34.275,34.75,34.75,34.75,No,5.5,215.2,7600,https://dkn.gs/sports/images/nba/players/50/590986.png, @ ,,,,,NYK,34.75,37,34.25583333,25,-2.718596491,46.04702194,43.32842545,42.51092913,37.45,38.15734
James Harden,PG,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),9400,43109604,36.64,36.37,3.9,28.2,17.9919,4.4199,5.861,2.12,0.4928,1.0737,,29.2825,22.7475,24.3334,10.6617,6.0287,5.0201,4.9035,1.5249,0.6354,4.1904,,,https://dkn.gs/sports/images/nba/players/50/33070.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,James Harden,NYK,6.09,0.5,4.3,5.3,12.8,34.7,39,0.6,18.24,4.5,1.5,3.6,35.2,35.175,35.175,35.175,No,5.5,215.2,7800,https://dkn.gs/sports/images/nba/players/50/33070.png, @ ,,,,Yes,NYK,35.175,39,35.76625,29,-4.071551724,44.43461538,40.36306366,40.52907968,34.75,36.78956
James Harden,PG,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),9400,43109676,36.64,36.37,3.9,28.2,17.9919,4.4199,5.861,2.12,0.4928,1.0737,,29.2825,22.7475,24.3334,10.6617,6.0287,5.0201,4.9035,1.5249,0.6354,4.1904,,,https://dkn.gs/sports/images/nba/players/50/33070.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,James Harden,NYK,6.09,0.5,4.3,5.3,12.8,34.7,39,0.6,18.24,4.5,1.5,3.6,35.2,35.175,35.175,35.175,No,5.5,215.2,7800,https://dkn.gs/sports/images/nba/players/50/33070.png, @ ,,,,Yes,NYK,35.175,39,35.76625,29,-4.071551724,44.43461538,40.36306366,40.52907968,34.75,36.78956
Evan Mobley,PF/C,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),9000,43109605,36.52,36.32,4.06,27,15.593,8.3691,3.3978,1.1598,1.5714,0.5841,,28.4664,24.5882,19.1919,12.2197,4.0145,2.443,6.0686,0.5941,2.0395,3.8101,2.522,,https://dkn.gs/sports/images/nba/players/50/590986.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Evan Mobley,NYK,3.5,1.5,6.6,6.4,12.2,32.6,37,1.9,15.5,8.5,0.5,2.2,34.275,34.75,34.75,34.75,No,5.5,215.2,7600,https://dkn.gs/sports/images/nba/players/50/590986.png, @ ,,,,,NYK,34.75,37,34.25583333,25,-2.718596491,46.04702194,43.32842545,42.51092913,37.45,38.15734
Evan Mobley,PF/C,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),9000,43109677,36.52,36.32,4.06,27,15.593,8.3691,3.3978,1.1598,1.5714,0.5841,,28.4664,24.5882,19.1919,12.2197,4.0145,2.443,6.0686,0.5941,2.0395,3.8101,2.522,,https://dkn.gs/sports/images/nba/players/50/590986.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Evan Mobley,NYK,3.5,1.5,6.6,6.4,12.2,32.6,37,1.9,15.5,8.5,0.5,2.2,34.275,34.75,34.75,34.75,No,5.5,215.2,7600,https://dkn.gs/sports/images/nba/players/50/590986.png, @ ,,,,,NYK,34.75,37,34.25583333,25,-2.718596491,46.04702194,43.32842545,42.51092913,37.45,38.15734
Evan Mobley,PF/C,CLE,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",7600,43109386,36.52,36.23,4.8,22.8,15.593,8.3691,3.3978,1.1598,1.5714,0.5841,,28.4664,24.5882,19.1919,12.2197,4.0145,2.443,6.0686,0.5941,2.0395,3.8101,2.522,,https://dkn.gs/sports/images/nba/players/50/590986.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Evan Mobley,NYK,3.5,1.5,6.6,6.4,12.2,32.6,37,1.9,15.5,8.5,0.5,2.2,34.275,34.75,34.75,34.75,No,5.5,215.2,7600,https://dkn.gs/sports/images/nba/players/50/590986.png, @ ,,,,,NYK,34.75,37,34.25583333,25,-2.718596491,46.04702194,43.32842545,42.51092913,37.45,38.15734
James Harden,PG,CLE,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",7800,43109383,36.64,36.22,4.7,23.4,17.9919,4.4199,5.861,2.12,0.4928,1.0737,,29.2825,22.7475,24.3334,10.6617,6.0287,5.0201,4.9035,1.5249,0.6354,4.1904,,,https://dkn.gs/sports/images/nba/players/50/33070.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,James Harden,NYK,6.09,0.5,4.3,5.3,12.8,34.7,39,0.6,18.24,4.5,1.5,3.6,35.2,35.175,35.175,35.175,No,5.5,215.2,7800,https://dkn.gs/sports/images/nba/players/50/33070.png, @ ,,,,Yes,NYK,35.175,39,35.76625,29,-4.071551724,44.43461538,40.36306366,40.52907968,34.75,36.78956
Stephon Castle,SG,SAS,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",7400,43109393,36.31,36.01,4.91,22.2,18.1374,5.0545,6.9015,1.4271,0.2901,1.0806,4.5,31.374,23.9042,26.1509,12.835,5.8641,4.4703,6.2249,1.8276,1.2882,4.5324,,,https://dkn.gs/sports/images/nba/players/50/800351.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Stephon Castle,OKC,7.5,0.5,,,,,,,18.5,5.5,1.5,4.5,38.375,37.85,37.85,37.85,Yes,-2,217,7400,https://dkn.gs/sports/images/nba/players/50/800351.png, @ ,,,,Yes,OKC,37.85,0,0,,-5.031551724,0,-5.031551724,34.0648,35.75,34.0648
Chet Holmgren,PF,OKC,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",7500,43109390,31.74,31.55,4.23,22.5,14.1347,8.2586,1.2159,1.3224,1.5252,0.6613,,24.0239,22.9005,15.4721,9.9655,3.4069,2.462,4.7751,0.3016,1.8243,3.2466,2.726,,https://dkn.gs/sports/images/nba/players/50/649545.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Chet Holmgren,SAS,1.5,1.5,,,,,,,14.22,8.5,0.5,,31.095,32.67,32.67,32.67,No,2,217,7500,https://dkn.gs/sports/images/nba/players/50/649545.png, @ ,,,,Yes,SAS,32.67,0,0,,0,0,0,33.96709,0,33.96709
Josh Hart,CPT,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),12600,43109642,29.98,30.15,2.38,37.8,11.8207,6.9617,3.942,1.4439,0.2612,1.0551,,23.4859,18.7433,15.9414,11.2907,1.8835,1.494,4.2507,1.0896,1.7358,2.6955,1.5,,https://dkn.gs/sports/images/nba/players/50/33217.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Josh Hart,CLE,4.5,0.5,6.6,4.4,9.2,28.8,36,1.4,11.79,7.13,1.5,1.9,30.5025,31.196,31.196,31.196,Yes,-5.5,215.2,7000,https://dkn.gs/sports/images/nba/players/50/33217.png, @ ,,,,Yes,CLE,31.196,36,32.325,16,-0.5174576271,36.21456954,35.69711191,34.20426715,0,30.70112
Josh Hart,CPT,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),12600,43109714,29.98,30.15,2.38,37.8,11.8207,6.9617,3.942,1.4439,0.2612,1.0551,,23.4859,18.7433,15.9414,11.2907,1.8835,1.494,4.2507,1.0896,1.7358,2.6955,1.5,,https://dkn.gs/sports/images/nba/players/50/33217.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Josh Hart,CLE,4.5,0.5,6.6,4.4,9.2,28.8,36,1.4,11.79,7.13,1.5,1.9,30.5025,31.196,31.196,31.196,Yes,-5.5,215.2,7000,https://dkn.gs/sports/images/nba/players/50/33217.png, @ ,,,,Yes,CLE,31.196,36,32.325,16,-0.5174576271,36.21456954,35.69711191,34.20426715,0,30.70112
Josh Hart,SG/SF,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),8400,43109606,29.98,29.88,3.57,25.2,11.8207,6.9617,3.942,1.4439,0.2612,1.0551,,23.4859,18.7433,15.9414,11.2907,1.8835,1.494,4.2507,1.0896,1.7358,2.6955,1.5,,https://dkn.gs/sports/images/nba/players/50/33217.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Josh Hart,CLE,4.5,0.5,6.6,4.4,9.2,28.8,36,1.4,11.79,7.13,1.5,1.9,30.5025,31.196,31.196,31.196,Yes,-5.5,215.2,7000,https://dkn.gs/sports/images/nba/players/50/33217.png, @ ,,,,Yes,CLE,31.196,36,32.325,16,-0.5174576271,36.21456954,35.69711191,34.20426715,0,30.70112
Josh Hart,SG/SF,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),8400,43109678,29.98,29.88,3.57,25.2,11.8207,6.9617,3.942,1.4439,0.2612,1.0551,,23.4859,18.7433,15.9414,11.2907,1.8835,1.494,4.2507,1.0896,1.7358,2.6955,1.5,,https://dkn.gs/sports/images/nba/players/50/33217.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Josh Hart,CLE,4.5,0.5,6.6,4.4,9.2,28.8,36,1.4,11.79,7.13,1.5,1.9,30.5025,31.196,31.196,31.196,Yes,-5.5,215.2,7000,https://dkn.gs/sports/images/nba/players/50/33217.png, @ ,,,,Yes,CLE,31.196,36,32.325,16,-0.5174576271,36.21456954,35.69711191,34.20426715,0,30.70112
Josh Hart,SG/SF,NYK,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",7000,43109399,29.98,29.8,4.28,21,11.8207,6.9617,3.942,1.4439,0.2612,1.0551,,23.4859,18.7433,15.9414,11.2907,1.8835,1.494,4.2507,1.0896,1.7358,2.6955,1.5,,https://dkn.gs/sports/images/nba/players/50/33217.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Josh Hart,CLE,4.5,0.5,6.6,4.4,9.2,28.8,36,1.4,11.79,7.13,1.5,1.9,30.5025,31.196,31.196,31.196,Yes,-5.5,215.2,7000,https://dkn.gs/sports/images/nba/players/50/33217.png, @ ,,,,Yes,CLE,31.196,36,32.325,16,-0.5174576271,36.21456954,35.69711191,34.20426715,0,30.70112
Jalen Williams,SF,OKC,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",7100,43109396,29.19,29.02,4.11,21.3,16.3746,3.8983,3.8304,0.5791,0.2744,1.0452,1.5,24.1227,19.592,20.4303,7.8825,3.8528,3.0478,5.9422,0.6113,0.6134,3.7373,,,https://dkn.gs/sports/images/nba/players/50/649561.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Jalen Williams,SAS,3.5,0.5,,,,,,,16.5,3.5,1.5,1.5,29.375,30.45,30.45,30.45,No,2,217,7100,https://dkn.gs/sports/images/nba/players/50/649561.png, @ ,5/22/2026,Day-To-Day,"May 21: Williams (hamstring) won't return to Wednesday's Game 2 of the Western Conference Finals versus San Antonio, Tim MacMahon of ESPN.com reports. He will finish with four points (2-4 FG), one rebound and two steals across seven minutes.",Yes,SAS,30.45,0,0,,0,0,0,29.25696,0,29.25696
OG Anunoby,CPT,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),12000,43109643,27.77,27.94,2.31,36,15.2622,4.7784,1.4055,2.0351,0.5553,1.1307,,22.1589,20.8708,16.8531,6.7795,3.4909,2.534,4.7907,0.3294,1.3476,3.1983,1.94,,https://dkn.gs/sports/images/nba/players/50/33382.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,OG Anunoby,CLE,1.5,0.5,4,6.1,12.4,27.8,38,1.2,15.01,5.5,1.5,1.5,27.385,28.36,28.36,28.36,Yes,-5.5,215.2,6400,https://dkn.gs/sports/images/nba/players/50/33382.png, @ ,,,,,CLE,28.36,38,37.78625,14,0.5714035088,35.87108434,36.44248785,33.72309073,0,28.8557
OG Anunoby,CPT,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),12000,43109715,27.77,27.94,2.31,36,15.2622,4.7784,1.4055,2.0351,0.5553,1.1307,,22.1589,20.8708,16.8531,6.7795,3.4909,2.534,4.7907,0.3294,1.3476,3.1983,1.94,,https://dkn.gs/sports/images/nba/players/50/33382.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,OG Anunoby,CLE,1.5,0.5,4,6.1,12.4,27.8,38,1.2,15.01,5.5,1.5,1.5,27.385,28.36,28.36,28.36,Yes,-5.5,215.2,6400,https://dkn.gs/sports/images/nba/players/50/33382.png, @ ,,,,,CLE,28.36,38,37.78625,14,0.5714035088,35.87108434,36.44248785,33.72309073,0,28.8557
OG Anunoby,PF,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),8000,43109607,27.77,27.69,3.47,24,15.2622,4.7784,1.4055,2.0351,0.5553,1.1307,,22.1589,20.8708,16.8531,6.7795,3.4909,2.534,4.7907,0.3294,1.3476,3.1983,1.94,,https://dkn.gs/sports/images/nba/players/50/33382.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,OG Anunoby,CLE,1.5,0.5,4,6.1,12.4,27.8,38,1.2,15.01,5.5,1.5,1.5,27.385,28.36,28.36,28.36,Yes,-5.5,215.2,6400,https://dkn.gs/sports/images/nba/players/50/33382.png, @ ,,,,,CLE,28.36,38,37.78625,14,0.5714035088,35.87108434,36.44248785,33.72309073,0,28.8557
OG Anunoby,PF,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),8000,43109679,27.77,27.69,3.47,24,15.2622,4.7784,1.4055,2.0351,0.5553,1.1307,,22.1589,20.8708,16.8531,6.7795,3.4909,2.534,4.7907,0.3294,1.3476,3.1983,1.94,,https://dkn.gs/sports/images/nba/players/50/33382.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,OG Anunoby,CLE,1.5,0.5,4,6.1,12.4,27.8,38,1.2,15.01,5.5,1.5,1.5,27.385,28.36,28.36,28.36,Yes,-5.5,215.2,6400,https://dkn.gs/sports/images/nba/players/50/33382.png, @ ,,,,,CLE,28.36,38,37.78625,14,0.5714035088,35.87108434,36.44248785,33.72309073,0,28.8557
OG Anunoby,PF,NYK,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",6400,43109411,27.77,27.59,4.34,19.2,15.2622,4.7784,1.4055,2.0351,0.5553,1.1307,,22.1589,20.8708,16.8531,6.7795,3.4909,2.534,4.7907,0.3294,1.3476,3.1983,1.94,,https://dkn.gs/sports/images/nba/players/50/33382.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,OG Anunoby,CLE,1.5,0.5,4,6.1,12.4,27.8,38,1.2,15.01,5.5,1.5,1.5,27.385,28.36,28.36,28.36,Yes,-5.5,215.2,6400,https://dkn.gs/sports/images/nba/players/50/33382.png, @ ,,,,,CLE,28.36,38,37.78625,14,0.5714035088,35.87108434,36.44248785,33.72309073,0,28.8557
De'Aaron Fox,PG,SAS,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",6700,43109408,27.54,27.31,4.11,20.1,14.0492,3.0314,4.7889,1.4325,0.2308,0.6545,,22.0665,16.982,19.3682,8.073,2.5275,1.7925,4.8895,1.2279,0.5442,3.4825,,,https://dkn.gs/sports/images/nba/players/50/33343.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,De'Aaron Fox,OKC,4.5,0.5,,,,,,,14.1,2.93,0.5,,26.5125,27.366,27.366,27.366,Yes,-2,217,6700,https://dkn.gs/sports/images/nba/players/50/33343.png, @ ,5/22/2026,Day-To-Day,"May 21: Fox (ankle) won't play in Wednesday's Game 2 of the Western Conference Finals versus Oklahoma City, Michael C. Wright of ESPN.com reports.",Yes,OKC,27.366,0,0,,-5.031551724,0,-5.031551724,27.50626,0,27.50626
Jarrett Allen,CPT,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),11400,43109644,26.98,27.21,2.37,34.2,11.8519,7.455,1.308,,1.1943,0.6078,,21.0532,19.4454,12.9924,9.214,4.1058,2.7698,4.5117,0.3105,1.6803,2.5525,2.088,,https://dkn.gs/sports/images/nba/players/50/32914.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Jarrett Allen,NYK,1.5,1.5,5.8,5,7.9,24.7,31,2.2,11.5,7.5,0.5,1.4,26.425,27.35,27.35,27.35,No,5.5,215.2,6000,https://dkn.gs/sports/images/nba/players/50/32914.png, @ ,,,,Yes,NYK,27.35,31,29.76,30,-6.415964912,37.06273063,30.64676572,32.23791545,0,29.00425
Jarrett Allen,CPT,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),11400,43109716,26.98,27.21,2.37,34.2,11.8519,7.455,1.308,,1.1943,0.6078,,21.0532,19.4454,12.9924,9.214,4.1058,2.7698,4.5117,0.3105,1.6803,2.5525,2.088,,https://dkn.gs/sports/images/nba/players/50/32914.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Jarrett Allen,NYK,1.5,1.5,5.8,5,7.9,24.7,31,2.2,11.5,7.5,0.5,1.4,26.425,27.35,27.35,27.35,No,5.5,215.2,6000,https://dkn.gs/sports/images/nba/players/50/32914.png, @ ,,,,Yes,NYK,27.35,31,29.76,30,-6.415964912,37.06273063,30.64676572,32.23791545,0,29.00425
Jarrett Allen,C,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),7600,43109608,26.98,26.85,3.55,22.8,11.8519,7.455,1.308,,1.1943,0.6078,,21.0532,19.4454,12.9924,9.214,4.1058,2.7698,4.5117,0.3105,1.6803,2.5525,2.088,,https://dkn.gs/sports/images/nba/players/50/32914.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Jarrett Allen,NYK,1.5,1.5,5.8,5,7.9,24.7,31,2.2,11.5,7.5,0.5,1.4,26.425,27.35,27.35,27.35,No,5.5,215.2,6000,https://dkn.gs/sports/images/nba/players/50/32914.png, @ ,,,,Yes,NYK,27.35,31,29.76,30,-6.415964912,37.06273063,30.64676572,32.23791545,0,29.00425
Jarrett Allen,C,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),7600,43109680,26.98,26.85,3.55,22.8,11.8519,7.455,1.308,,1.1943,0.6078,,21.0532,19.4454,12.9924,9.214,4.1058,2.7698,4.5117,0.3105,1.6803,2.5525,2.088,,https://dkn.gs/sports/images/nba/players/50/32914.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Jarrett Allen,NYK,1.5,1.5,5.8,5,7.9,24.7,31,2.2,11.5,7.5,0.5,1.4,26.425,27.35,27.35,27.35,No,5.5,215.2,6000,https://dkn.gs/sports/images/nba/players/50/32914.png, @ ,,,,Yes,NYK,27.35,31,29.76,30,-6.415964912,37.06273063,30.64676572,32.23791545,0,29.00425
Jarrett Allen,C,CLE,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",6000,43109418,26.98,26.7,4.5,18,11.8519,7.455,1.308,,1.1943,0.6078,,21.0532,19.4454,12.9924,9.214,4.1058,2.7698,4.5117,0.3105,1.6803,2.5525,2.088,,https://dkn.gs/sports/images/nba/players/50/32914.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Jarrett Allen,NYK,1.5,1.5,5.8,5,7.9,24.7,31,2.2,11.5,7.5,0.5,1.4,26.425,27.35,27.35,27.35,No,5.5,215.2,6000,https://dkn.gs/sports/images/nba/players/50/32914.png, @ ,,,,Yes,NYK,27.35,31,29.76,30,-6.415964912,37.06273063,30.64676572,32.23791545,0,29.00425
Devin Vassell,SF,SAS,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",5500,43109423,26.36,26.15,4.79,16.5,14.1259,4.0869,2.359,2.795,0.4402,0.6479,,21.2076,18.7072,16.7805,6.9485,2.1215,1.5531,4.8195,0.5101,1.0926,3.6015,1.4919,,https://dkn.gs/sports/images/nba/players/50/527223.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Devin Vassell,OKC,2.5,0.5,,,,,,,14.5,4.5,0.5,,25.875,26.65,26.65,26.65,Yes,-2,217,5500,https://dkn.gs/sports/images/nba/players/50/527223.png, @ ,,,,Yes,OKC,26.65,0,0,,-1.453103448,0,-1.453103448,27.01829,0,27.01829
Ajay Mitchell,PG/SG,OKC,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",6900,43109404,25.27,25.03,3.66,20.7,12.588,3.4853,3.4839,1.0329,,1.29,,20.1463,16.2459,16.302,6.9315,2.1215,1.923,4.5117,,0.5402,2.359,,,https://dkn.gs/sports/images/nba/players/50/800653.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Ajay Mitchell,SAS,3.5,,,,,,,,12.71,3.5,1.5,,25.335,26.66,26.66,26.66,No,2,217,6900,https://dkn.gs/sports/images/nba/players/50/800653.png, @ ,,,,,SAS,26.66,0,0,,0,0,0,,0,0
Mikal Bridges,CPT,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),10800,43109645,23.93,24.11,2.22,32.4,13.2219,2.9981,2.304,1.4466,0.3526,1.0356,,19.2299,16.6353,15.9836,5.72,1.6512,1.4205,5.0842,0.4335,0.5601,2.676,1.4835,,https://dkn.gs/sports/images/nba/players/50/33313.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mikal Bridges,CLE,2.5,0.5,2.9,6.2,12.6,27.3,37,0.8,13.5,3.5,1.5,1.3,24.975,26.15,26.15,26.15,Yes,-5.5,215.2,5800,https://dkn.gs/sports/images/nba/players/50/33313.png, @ ,,,,Yes,CLE,26.15,37,33.22291667,16,-0.5174576271,33.62713415,33.10967652,30.50942356,0,24.79146
Mikal Bridges,CPT,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),10800,43109717,23.93,24.11,2.22,32.4,13.2219,2.9981,2.304,1.4466,0.3526,1.0356,,19.2299,16.6353,15.9836,5.72,1.6512,1.4205,5.0842,0.4335,0.5601,2.676,1.4835,,https://dkn.gs/sports/images/nba/players/50/33313.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mikal Bridges,CLE,2.5,0.5,2.9,6.2,12.6,27.3,37,0.8,13.5,3.5,1.5,1.3,24.975,26.15,26.15,26.15,Yes,-5.5,215.2,5800,https://dkn.gs/sports/images/nba/players/50/33313.png, @ ,,,,Yes,CLE,26.15,37,33.22291667,16,-0.5174576271,33.62713415,33.10967652,30.50942356,0,24.79146
