Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Points,Rebounds,Assists,Threes,Blocks,Steals,Turnovers,PointsReboundsAssists,PointsRebounds,PointsAssists,ReboundsAssists,FreeThrowsAttempts,FreeThrowsMade,FieldGoals,AssistsQ1,ReboundsQ1,PointsQ1,BlocksSteals,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE),Player,Opp,AST Avg,BLK Avg,DRB Avg,FG Avg,FGA Avg,FPTS Avg,MIN Avg,ORB Avg,PTS Avg,REB Avg,STL Avg,TO Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Player Salary,Player Image,Tournament,EST. Return Date,Injury Status,Comment,Starter,Opp,PrizePicks,MIN Avg,DvP Projection,DVP Rank,Opp +/-,Average Projected,DVP Adjusted,Total Projection,Underdog Line,NBA Fantasy Score
Isaiah Hartenstein,C,OKC,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",4500,43109439,24.27,23.93,5.39,13.5,7.5735,8.4898,2.4625,,0.4911,0.6434,,18.8451,16.0797,10.0464,10.8629,1.6206,0.5555,2.8889,0.4335,2.0465,0.482,1.494,,https://dkn.gs/sports/images/nba/players/50/33079.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Isaiah Hartenstein,SAS,2.5,0.5,,,,,,,7.5,8.5,0.5,,23.875,24.45,24.45,24.45,No,2,217,4500,https://dkn.gs/sports/images/nba/players/50/33079.png, @ ,,,,Yes,SAS,24.45,0,0,,0,0,0,25.9656,0,25.9656
Mikal Bridges,SF,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),7200,43109609,23.93,23.88,3.32,21.6,13.2219,2.9981,2.304,1.4466,0.3526,1.0356,,19.2299,16.6353,15.9836,5.72,1.6512,1.4205,5.0842,0.4335,0.5601,2.676,1.4835,,https://dkn.gs/sports/images/nba/players/50/33313.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mikal Bridges,CLE,2.5,0.5,2.9,6.2,12.6,27.3,37,0.8,13.5,3.5,1.5,1.3,24.975,26.15,26.15,26.15,Yes,-5.5,215.2,5800,https://dkn.gs/sports/images/nba/players/50/33313.png, @ ,,,,Yes,CLE,26.15,37,33.22291667,16,-0.5174576271,33.62713415,33.10967652,30.50942356,0,24.79146
Mikal Bridges,SF,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),7200,43109681,23.93,23.88,3.32,21.6,13.2219,2.9981,2.304,1.4466,0.3526,1.0356,,19.2299,16.6353,15.9836,5.72,1.6512,1.4205,5.0842,0.4335,0.5601,2.676,1.4835,,https://dkn.gs/sports/images/nba/players/50/33313.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mikal Bridges,CLE,2.5,0.5,2.9,6.2,12.6,27.3,37,0.8,13.5,3.5,1.5,1.3,24.975,26.15,26.15,26.15,Yes,-5.5,215.2,5800,https://dkn.gs/sports/images/nba/players/50/33313.png, @ ,,,,Yes,CLE,26.15,37,33.22291667,16,-0.5174576271,33.62713415,33.10967652,30.50942356,0,24.79146
Mikal Bridges,SF,NYK,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",5800,43109420,23.93,23.79,4.13,17.4,13.2219,2.9981,2.304,1.4466,0.3526,1.0356,,19.2299,16.6353,15.9836,5.72,1.6512,1.4205,5.0842,0.4335,0.5601,2.676,1.4835,,https://dkn.gs/sports/images/nba/players/50/33313.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mikal Bridges,CLE,2.5,0.5,2.9,6.2,12.6,27.3,37,0.8,13.5,3.5,1.5,1.3,24.975,26.15,26.15,26.15,Yes,-5.5,215.2,5800,https://dkn.gs/sports/images/nba/players/50/33313.png, @ ,,,,Yes,CLE,26.15,37,33.22291667,16,-0.5174576271,33.62713415,33.10967652,30.50942356,0,24.79146
Alex Caruso,SF/PF,OKC,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",5000,43109430,23.43,23.16,4.69,15,11.0587,3.7107,2.0945,2.1865,0.3191,1.4274,,17.5904,14.9375,13.3326,6.0172,1.5342,0.5671,4.0299,,0.5646,2.347,1.749,,https://dkn.gs/sports/images/nba/players/50/33126.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Alex Caruso,SAS,2.5,0.5,,,,,,,11.03,3.5,1.5,,23.155,24.98,24.98,24.98,No,2,217,5000,https://dkn.gs/sports/images/nba/players/50/33126.png, @ ,,,,,SAS,24.98,0,0,,0,0,0,23.92512,0,23.92512
Dylan Harper,PG/SG,SAS,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",6000,43109414,22.68,22.48,3.78,18,11.8829,3.9942,3.1934,0.902,,0.6516,1.5,19.9822,16.2789,15.438,7.6125,1.8835,1.5993,4.6026,,0.6585,2.5655,,,https://dkn.gs/sports/images/nba/players/50/905517.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Dylan Harper,OKC,3.5,,,,,,,,11.89,4.5,0.5,1.5,23.015,22.54,22.54,22.54,Yes,-2,217,6000,https://dkn.gs/sports/images/nba/players/50/905517.png, @ ,5/22/2026,Day-To-Day,"May 21: Harper (leg) won't return to Wednesday's Game 2 of the Western Conference Finals versus Oklahoma City, Brett Siegel of ClutchPoints.com reports. He will finish with 12 points (5-10 FG, 2-2 FT), two rebounds and three assists across 25 minutes.",,OKC,22.54,0,0,,-1.453103448,0,-1.453103448,,0,0
Julian Champagnie,SF/PF,SAS,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",5200,43109426,22.09,21.95,4.25,15.6,10.1049,5.3559,1.4376,2.2675,0.3337,0.6448,,17.598,15.9092,11.8174,7.0347,0.4532,0.4445,3.0478,0.3528,1.3629,2.564,1.2867,,https://dkn.gs/sports/images/nba/players/50/650222.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Julian Champagnie,OKC,1.5,0.5,,,,,,,10.17,5.5,0.5,,21.295,22.02,22.02,22.02,Yes,-2,217,5200,https://dkn.gs/sports/images/nba/players/50/650222.png, @ ,,,,Yes,OKC,22.02,0,0,,-1.307457627,0,-1.307457627,22.64272,0,22.64272
Max Strus,CPT,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),8400,43109646,18.19,18.49,2.17,25.2,8.3912,4.0374,1.6227,2.0283,0.2332,0.4181,,14.6624,12.855,10.0653,6.0013,0.3489,0.3342,2.701,,0.6435,2.347,,,https://dkn.gs/sports/images/nba/players/50/32893.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Max Strus,NYK,1.5,0.5,3.2,3.1,7.2,17.1,28,0.8,8.5,4.5,0.5,1.2,17.775,17.95,17.95,17.95,No,5.5,215.2,4600,https://dkn.gs/sports/images/nba/players/50/32893.png, @ ,,,,,NYK,17.95,28,23.52,29,-3.297457627,24.24333333,20.94587571,20.93861301,0,17.62663
Keldon Johnson,SG/SF,SAS,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",4200,43109441,18.82,18.49,4.48,12.6,10.019,3.9115,,1.1538,,0.4852,,15.7945,14.1114,11.592,5.4219,1.8174,1.4607,3.5798,,1.0467,2.4345,,,https://dkn.gs/sports/images/nba/players/50/33369.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Keldon Johnson,OKC,,,,,,,,,9.91,3.98,0.5,,15.885,16.186,16.186,16.186,Yes,-2,217,4200,https://dkn.gs/sports/images/nba/players/50/33369.png, @ ,,,,,OKC,16.186,0,0,,-1.307457627,0,-1.307457627,,0,0
Max Strus,CPT,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),8400,43109718,18.19,18.49,2.17,25.2,8.3912,4.0374,1.6227,2.0283,0.2332,0.4181,,14.6624,12.855,10.0653,6.0013,0.3489,0.3342,2.701,,0.6435,2.347,,,https://dkn.gs/sports/images/nba/players/50/32893.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Max Strus,NYK,1.5,0.5,3.2,3.1,7.2,17.1,28,0.8,8.5,4.5,0.5,1.2,17.775,17.95,17.95,17.95,No,5.5,215.2,4600,https://dkn.gs/sports/images/nba/players/50/32893.png, @ ,,,,,NYK,17.95,28,23.52,29,-3.297457627,24.24333333,20.94587571,20.93861301,0,17.62663
Max Strus,SG/SF,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),5600,43109610,18.19,18.13,3.25,16.8,8.3912,4.0374,1.6227,2.0283,0.2332,0.4181,,14.6624,12.855,10.0653,6.0013,0.3489,0.3342,2.701,,0.6435,2.347,,,https://dkn.gs/sports/images/nba/players/50/32893.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Max Strus,NYK,1.5,0.5,3.2,3.1,7.2,17.1,28,0.8,8.5,4.5,0.5,1.2,17.775,17.95,17.95,17.95,No,5.5,215.2,4600,https://dkn.gs/sports/images/nba/players/50/32893.png, @ ,,,,,NYK,17.95,28,23.52,29,-3.297457627,24.24333333,20.94587571,20.93861301,0,17.62663
Max Strus,SG/SF,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),5600,43109682,18.19,18.13,3.25,16.8,8.3912,4.0374,1.6227,2.0283,0.2332,0.4181,,14.6624,12.855,10.0653,6.0013,0.3489,0.3342,2.701,,0.6435,2.347,,,https://dkn.gs/sports/images/nba/players/50/32893.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Max Strus,NYK,1.5,0.5,3.2,3.1,7.2,17.1,28,0.8,8.5,4.5,0.5,1.2,17.775,17.95,17.95,17.95,No,5.5,215.2,4600,https://dkn.gs/sports/images/nba/players/50/32893.png, @ ,,,,,NYK,17.95,28,23.52,29,-3.297457627,24.24333333,20.94587571,20.93861301,0,17.62663
Max Strus,SG/SF,CLE,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",4600,43109434,18.19,18.01,3.96,13.8,8.3912,4.0374,1.6227,2.0283,0.2332,0.4181,,14.6624,12.855,10.0653,6.0013,0.3489,0.3342,2.701,,0.6435,2.347,,,https://dkn.gs/sports/images/nba/players/50/32893.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Max Strus,NYK,1.5,0.5,3.2,3.1,7.2,17.1,28,0.8,8.5,4.5,0.5,1.2,17.775,17.95,17.95,17.95,No,5.5,215.2,4600,https://dkn.gs/sports/images/nba/players/50/32893.png, @ ,,,,,NYK,17.95,28,23.52,29,-3.297457627,24.24333333,20.94587571,20.93861301,0,17.62663
Cason Wallace,SG/SF,OKC,Classic,Fri May 22 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",4100,43109446,18.07,17.83,4.41,12.3,7.7995,2.9548,1.9369,1.3431,,1.3389,,13.1036,11.1612,9.9009,4.8488,0.3688,0.3533,2.7775,,0.5158,,1.5,,https://dkn.gs/sports/images/nba/players/50/713763.png,n/a,OKC @ SAS,Thunder @ Spurs,N/A,N/A,NBC/Peacock,5/22/2026,Cason Wallace,SAS,1.92,,,,,,,,7.77,3.05,1.5,,17.4625,18.81,18.81,18.81,No,2,217,4100,https://dkn.gs/sports/images/nba/players/50/713763.png, @ ,,,,Yes,SAS,18.81,0,0,,0,0,0,18.72143,0,18.72143
Mitchell Robinson,CPT,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),6300,43109648,15.64,15.85,2.48,18.9,4.3686,6.5026,,,0.5985,0.5425,,12.2,11.2677,,7.077,3.7317,1.3686,1.4502,,2.1065,,1.4904,,https://dkn.gs/sports/images/nba/players/50/33242.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mitchell Robinson,CLE,0.7,0.5,4,2.3,3.4,15.8,21,3.5,4.5,6.5,0.5,0.6,15.375,15.75,15.75,15.75,Yes,-5.5,215.2,4000,https://dkn.gs/sports/images/nba/players/50/33242.png, @ ,,,,,CLE,15.75,21,23.611875,12,0,24.86785714,24.86785714,22.35207143,0,17.3205
Mitchell Robinson,CPT,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),6300,43109720,15.64,15.85,2.48,18.9,4.3686,6.5026,0.5744,,0.5985,0.5425,,12.2,11.2677,,7.077,3.7317,1.3686,1.4502,,2.1065,,1.4904,,https://dkn.gs/sports/images/nba/players/50/33242.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mitchell Robinson,CLE,0.7,0.5,4,2.3,3.4,15.8,21,3.5,4.5,6.5,0.5,0.6,15.375,15.75,15.75,15.75,Yes,-5.5,215.2,4000,https://dkn.gs/sports/images/nba/players/50/33242.png, @ ,,,,,CLE,15.75,21,23.611875,12,0,24.86785714,24.86785714,22.35207143,0,17.3205
Mitchell Robinson,C,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),4200,43109612,15.64,15.45,3.72,12.6,4.3686,6.5026,0.5744,,0.5985,0.5425,,12.2,11.2677,,7.077,3.7317,1.3686,1.4502,,2.1065,,1.4904,,https://dkn.gs/sports/images/nba/players/50/33242.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mitchell Robinson,CLE,0.7,0.5,4,2.3,3.4,15.8,21,3.5,4.5,6.5,0.5,0.6,15.375,15.75,15.75,15.75,Yes,-5.5,215.2,4000,https://dkn.gs/sports/images/nba/players/50/33242.png, @ ,,,,,CLE,15.75,21,23.611875,12,0,24.86785714,24.86785714,22.35207143,0,17.3205
Mitchell Robinson,C,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),4200,43109684,15.64,15.45,3.72,12.6,4.3686,6.5026,0.5744,,0.5985,0.5425,,12.2,11.2677,,7.077,3.7317,1.3686,1.4502,,2.1065,,1.4904,,https://dkn.gs/sports/images/nba/players/50/33242.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mitchell Robinson,CLE,0.7,0.5,4,2.3,3.4,15.8,21,3.5,4.5,6.5,0.5,0.6,15.375,15.75,15.75,15.75,Yes,-5.5,215.2,4000,https://dkn.gs/sports/images/nba/players/50/33242.png, @ ,,,,,CLE,15.75,21,23.611875,12,0,24.86785714,24.86785714,22.35207143,0,17.3205
Mitchell Robinson,C,NYK,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",4000,43109455,15.64,15.41,3.91,12,4.3686,6.5026,0.5744,,0.5985,0.5425,,12.2,11.2677,,7.077,3.7317,1.3686,1.4502,,2.1065,,1.4904,,https://dkn.gs/sports/images/nba/players/50/33242.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Mitchell Robinson,CLE,0.7,0.5,4,2.3,3.4,15.8,21,3.5,4.5,6.5,0.5,0.6,15.375,15.75,15.75,15.75,Yes,-5.5,215.2,4000,https://dkn.gs/sports/images/nba/players/50/33242.png, @ ,,,,,CLE,15.75,21,23.611875,12,0,24.86785714,24.86785714,22.35207143,0,17.3205
Sam Merrill,CPT,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),6000,43109649,14.49,14.57,2.42,18,8.5391,1.6683,1.3998,2.0349,,0.4524,0.5,11.86,10.5525,10.2942,3.215,0.4329,0.4243,2.6508,,0.3846,2.281,0.5,,https://dkn.gs/sports/images/nba/players/50/527270.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Sam Merrill,NYK,1.5,0.1,1.3,2.5,5.8,11.8,21,0.3,8.5,1.5,0.5,0.5,13.575,13.85,13.85,13.85,No,5.5,215.2,3800,https://dkn.gs/sports/images/nba/players/50/527270.png, @ ,,,,Yes,NYK,13.85,21,18.484375,24,-1.533103448,16.49886792,14.96576448,15.02334413,0,13.6054
Sam Merrill,CPT,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),6000,43109721,14.49,14.57,2.42,18,8.5391,1.6683,1.3998,2.0349,0.0476,0.4524,0.5,11.86,10.5525,10.2942,3.215,0.4329,0.4243,2.6508,,0.3846,2.281,0.5,,https://dkn.gs/sports/images/nba/players/50/527270.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Sam Merrill,NYK,1.5,0.1,1.3,2.5,5.8,11.8,21,0.3,8.5,1.5,0.5,0.5,13.575,13.85,13.85,13.85,No,5.5,215.2,3800,https://dkn.gs/sports/images/nba/players/50/527270.png, @ ,,,,Yes,NYK,13.85,21,18.484375,24,-1.533103448,16.49886792,14.96576448,15.02334413,0,13.6054
Sam Merrill,SG,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),4000,43109613,14.49,14.44,3.62,12,8.5391,1.6683,1.3998,2.0349,0.0476,0.4524,0.5,11.86,10.5525,10.2942,3.215,0.4329,0.4243,2.6508,,0.3846,2.281,0.5,,https://dkn.gs/sports/images/nba/players/50/527270.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Sam Merrill,NYK,1.5,0.1,1.3,2.5,5.8,11.8,21,0.3,8.5,1.5,0.5,0.5,13.575,13.85,13.85,13.85,No,5.5,215.2,3800,https://dkn.gs/sports/images/nba/players/50/527270.png, @ ,,,,Yes,NYK,13.85,21,18.484375,24,-1.533103448,16.49886792,14.96576448,15.02334413,0,13.6054
Sam Merrill,SG,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),4000,43109685,14.49,14.44,3.62,12,8.5391,1.6683,1.3998,2.0349,0.0476,0.4524,0.5,11.86,10.5525,10.2942,3.215,0.4329,0.4243,2.6508,,0.3846,2.281,0.5,,https://dkn.gs/sports/images/nba/players/50/527270.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Sam Merrill,NYK,1.5,0.1,1.3,2.5,5.8,11.8,21,0.3,8.5,1.5,0.5,0.5,13.575,13.85,13.85,13.85,No,5.5,215.2,3800,https://dkn.gs/sports/images/nba/players/50/527270.png, @ ,,,,Yes,NYK,13.85,21,18.484375,24,-1.533103448,16.49886792,14.96576448,15.02334413,0,13.6054
Sam Merrill,SG,CLE,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",3800,43109457,14.49,14.43,3.81,11.4,8.5391,1.6683,1.3998,2.0349,0.0476,0.4524,0.5,11.86,10.5525,10.2942,3.215,0.4329,0.4243,2.6508,,0.3846,2.281,0.5,,https://dkn.gs/sports/images/nba/players/50/527270.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Sam Merrill,NYK,1.5,0.1,1.3,2.5,5.8,11.8,21,0.3,8.5,1.5,0.5,0.5,13.575,13.85,13.85,13.85,No,5.5,215.2,3800,https://dkn.gs/sports/images/nba/players/50/527270.png, @ ,,,,Yes,NYK,13.85,21,18.484375,24,-1.533103448,16.49886792,14.96576448,15.02334413,0,13.6054
Miles McBride,CPT,NYK,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),7500,43109647,10.63,13,1.42,22.5,,,,,,,,,,,,,,,,,,,,https://dkn.gs/sports/images/nba/players/50/591041.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,5/21/2026,Miles McBride,CLE,1.5,0.1,1,2.2,5.4,11,18,0.4,5.79,1.5,0.5,0.4,10.915,11.24,11.24,11.24,Yes,-5.5,215.2,4100,https://dkn.gs/sports/images/nba/players/50/591041.png, @ ,,,,,CLE,11.24,18,15.82875,25,-1.573103448,14.56425856,12.99115511,13.77770683,0,0
Miles McBride,CPT,NYK,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),7500,43109719,10.63,13,1.42,22.5,,,,,,,,,,,,,,,,,,,,https://dkn.gs/sports/images/nba/players/50/591041.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,5/21/2026,Miles McBride,CLE,1.5,0.1,1,2.2,5.4,11,18,0.4,5.79,1.5,0.5,0.4,10.915,11.24,11.24,11.24,Yes,-5.5,215.2,4100,https://dkn.gs/sports/images/nba/players/50/591041.png, @ ,,,,,CLE,11.24,18,15.82875,25,-1.573103448,14.56425856,12.99115511,13.77770683,0,0
Dennis Schroder,CPT,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),4800,43109650,12.3,12.45,2.56,14.4,6.2648,1.4178,2.684,0.465,,,,10.5987,7.725,9.1015,4.113,1.4694,0.5066,1.9645,,0.3797,,,,https://dkn.gs/sports/images/nba/players/50/33251.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Dennis Schroder,NYK,2.5,0.1,1.4,2.2,5.4,12.9,18,0.2,6.22,1.5,0.5,1.3,12.395,12.27,12.27,12.27,No,5.5,215.2,3500,https://dkn.gs/sports/images/nba/players/50/33251.png, @ ,,,,,NYK,12.27,18,16.5075,29,-4.071551724,15.90560748,11.83405575,13.86983161,0,0
Dennis Schroder,CPT,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),4800,43109722,12.3,12.45,2.56,14.4,6.2648,1.4178,2.684,0.465,,,,10.5987,7.725,9.1015,4.113,1.4694,0.5066,1.9645,,0.3797,,,,https://dkn.gs/sports/images/nba/players/50/33251.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Dennis Schroder,NYK,2.5,0.1,1.4,2.2,5.4,12.9,18,0.2,6.22,1.5,0.5,1.3,12.395,12.27,12.27,12.27,No,5.5,215.2,3500,https://dkn.gs/sports/images/nba/players/50/33251.png, @ ,,,,,NYK,12.27,18,16.5075,29,-4.071551724,15.90560748,11.83405575,13.86983161,0,0
Dean Wade,CPT,CLE,Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),Showdown Captain Mode 5/21 8:00PM (CLE @ NYK),4500,43109651,12.16,12.21,2.7,13.5,4.5315,3.8855,0.6071,1.0081,0.1867,0.4937,,9.5038,8.4711,5.4802,5.076,0.2647,0.2308,1.5039,0.2386,1.0767,0.3873,,,https://dkn.gs/sports/images/nba/players/50/32992.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Dean Wade,NYK,0.5,0.5,3.1,1.8,4.1,11.6,24,0.8,4.5,3.87,0.5,0.4,11.8875,12.494,12.494,12.494,No,5.5,215.2,3400,https://dkn.gs/sports/images/nba/players/50/32992.png, @ ,,,,,NYK,12.494,24,22.22,25,-2.718596491,17.31659193,14.59799544,14.70996579,0,12.21531
Dean Wade,CPT,CLE,2nd Half Showdown Captain Mode,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),2nd Half Showdown Captain Mode 5/21 9:00PM (CLE @ NYK),4500,43109723,12.16,12.21,2.7,13.5,4.5315,3.8855,0.6071,1.0081,0.1867,0.4937,,9.5038,8.4711,5.4802,5.076,0.2647,0.2308,1.5039,0.2386,1.0767,0.3873,,,https://dkn.gs/sports/images/nba/players/50/32992.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Dean Wade,NYK,0.5,0.5,3.1,1.8,4.1,11.6,24,0.8,4.5,3.87,0.5,0.4,11.8875,12.494,12.494,12.494,No,5.5,215.2,3400,https://dkn.gs/sports/images/nba/players/50/32992.png, @ ,,,,,NYK,12.494,24,22.22,25,-2.718596491,17.31659193,14.59799544,14.70996579,0,12.21531
Dennis Schroder,PG,CLE,Classic,Thu May 21 2026 01:00:00 GMT-0500 (Central Daylight Time),"Classic 5/21 8:00PM (Thu-Fri), 2 Games",3500,43109463,12.3,12.16,3.51,10.5,6.2648,1.4178,2.684,0.465,,,,10.5987,7.725,9.1015,4.113,1.4694,0.5066,1.9645,,0.3797,,,,https://dkn.gs/sports/images/nba/players/50/33251.png,n/a,CLE @ NYK,Cavaliers @ Knicks,N/A,N/A,ESPN,5/21/2026,Dennis Schroder,NYK,2.5,0.1,1.4,2.2,5.4,12.9,18,0.2,6.22,1.5,0.5,1.3,12.395,12.27,12.27,12.27,No,5.5,215.2,3500,https://dkn.gs/sports/images/nba/players/50/33251.png, @ ,,,,,NYK,12.27,18,16.5075,29,-4.071551724,15.90560748,11.83405575,13.86983161,0,0
